profession_riskclass_id,percentage_adjustment,base_price,fixed_adjustment,profession_name,product_name,insurance_tax_percentage,riskclass_name,profession_id
10564,0,0,"14,38",Mensendieck-oefentherapeut,Bedrijfsaansprakelijkheidsverzekering,21,Zorg 2Z3,ff584c4b-8c27-4f1b-b673-e33fe1df0dd2
10173,0,0,"22,5",Mensendieck-oefentherapeut,Beroepsaansprakelijkheidsverzekering,21,GZ1,ff584c4b-8c27-4f1b-b673-e33fe1df0dd2
10170,0,5,0,Mensendieck-oefentherapeut,Zakenreisverzekering,0,Travel,ff584c4b-8c27-4f1b-b673-e33fe1df0dd2
10176,0,"6,05",0,Mensendieck-oefentherapeut,Zakelijke spullen,21,Zakelijke spullen,ff584c4b-8c27-4f1b-b673-e33fe1df0dd2
10175,0,0,"4,69",Mensendieck-oefentherapeut,Ongevallenverzekering,0,Ongevallen 1,ff584c4b-8c27-4f1b-b673-e33fe1df0dd2
10172,0,"31,74",0,Mensendieck-oefentherapeut,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,ff584c4b-8c27-4f1b-b673-e33fe1df0dd2
5561,0,5,0,Optometrist,Zakenreisverzekering,0,Travel,fed7ff2f-8e38-4cb7-b45b-54c0060cef2f
4974,0,"31,74",0,Optometrist,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,fed7ff2f-8e38-4cb7-b45b-54c0060cef2f
3638,0,0,"12,5",Optometrist,Bedrijfsaansprakelijkheidsverzekering,21,Detailhandel 2a,fed7ff2f-8e38-4cb7-b45b-54c0060cef2f
4182,0,0,"4,69",Optometrist,Ongevallenverzekering,0,Ongevallen 1,fed7ff2f-8e38-4cb7-b45b-54c0060cef2f
5996,0,"6,05",0,Optometrist,Zakelijke spullen,21,Zakelijke spullen,fed7ff2f-8e38-4cb7-b45b-54c0060cef2f
5671,0,5,0,Verzuimadviseur,Zakenreisverzekering,0,Travel,fe6d888a-2263-4a7c-9d3c-2b53ced5628c
4545,0,0,"22,5",Verzuimadviseur,Beroepsaansprakelijkheidsverzekering,21,GZ1,fe6d888a-2263-4a7c-9d3c-2b53ced5628c
4273,0,0,"4,69",Verzuimadviseur,Ongevallenverzekering,0,Ongevallen 1,fe6d888a-2263-4a7c-9d3c-2b53ced5628c
6075,0,"6,05",0,Verzuimadviseur,Zakelijke spullen,21,Zakelijke spullen,fe6d888a-2263-4a7c-9d3c-2b53ced5628c
3834,0,0,"7,5",Verzuimadviseur,Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1a,fe6d888a-2263-4a7c-9d3c-2b53ced5628c
10390,0,"16,53",0,Verzuimadviseur,Cyberverzekering,21,Cyber - alle beroepen,fe6d888a-2263-4a7c-9d3c-2b53ced5628c
5088,0,"31,74",0,Verzuimadviseur,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,fe6d888a-2263-4a7c-9d3c-2b53ced5628c
8658,0,0,"4,69",Tester,Ongevallenverzekering,0,Ongevallen 1,fe4123d6-8858-4b01-876e-fe5e64f97b8f
8801,0,0,29,Tester,Beroepsaansprakelijkheidsverzekering,21,Automatisering en ICT,fe4123d6-8858-4b01-876e-fe5e64f97b8f
8581,0,0,"7,5",Tester,Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1a,fe4123d6-8858-4b01-876e-fe5e64f97b8f
8740,0,"31,74",0,Tester,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,fe4123d6-8858-4b01-876e-fe5e64f97b8f
9117,0,"6,05",0,Tester,Zakelijke spullen,21,Zakelijke spullen,fe4123d6-8858-4b01-876e-fe5e64f97b8f
9039,0,5,0,Tester,Zakenreisverzekering,0,Travel,fe4123d6-8858-4b01-876e-fe5e64f97b8f
4034,0,0,"4,69",Changemanager,Ongevallenverzekering,0,Ongevallen 1,fdfed193-2255-4adb-8560-154ea4402356
5387,0,5,0,Changemanager,Zakenreisverzekering,0,Travel,fdfed193-2255-4adb-8560-154ea4402356
26,0,0,"22,5",Changemanager,Beroepsaansprakelijkheidsverzekering,21,Consultants (incl. juridisch),fdfed193-2255-4adb-8560-154ea4402356
4792,0,"31,74",0,Changemanager,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,fdfed193-2255-4adb-8560-154ea4402356
3426,0,0,"7,5",Changemanager,Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1a,fdfed193-2255-4adb-8560-154ea4402356
5874,0,"6,05",0,Changemanager,Zakelijke spullen,21,Zakelijke spullen,fdfed193-2255-4adb-8560-154ea4402356
9956,0,"31,74",0,Tandartsassistent (allround),Rechtsbijstandsverzekering,21,Rechtsbijstand 1,fdf7fa70-4e1e-4c1c-88ab-75b8b1ef622f
10535,0,0,"8,63",Tandartsassistent (allround),Bedrijfsaansprakelijkheidsverzekering,21,Zorg 1Z1,fdf7fa70-4e1e-4c1c-88ab-75b8b1ef622f
9958,0,0,"4,69",Tandartsassistent (allround),Ongevallenverzekering,0,Ongevallen 1,fdf7fa70-4e1e-4c1c-88ab-75b8b1ef622f
4921,0,"31,74",0,Presentator/presentatrice,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,fdf594b8-ab90-4a12-91c1-87fbf675f3a0
5516,0,5,0,Presentator/presentatrice,Zakenreisverzekering,0,Travel,fdf594b8-ab90-4a12-91c1-87fbf675f3a0
3658,0,0,"7,5",Presentator/presentatrice,Bedrijfsaansprakelijkheidsverzekering,21,Media 1,fdf594b8-ab90-4a12-91c1-87fbf675f3a0
4145,0,0,"4,69",Presentator/presentatrice,Ongevallenverzekering,0,Ongevallen 1,fdf594b8-ab90-4a12-91c1-87fbf675f3a0
3771,0,0,"12,5",Verhuurder van feestartikelen,Bedrijfsaansprakelijkheidsverzekering,21,Detailhandel 2,fd874c97-084f-48bd-afdf-0cbb02466857
4267,0,0,"4,69",Verhuurder van feestartikelen,Ongevallenverzekering,0,Ongevallen 1,fd874c97-084f-48bd-afdf-0cbb02466857
5664,0,5,0,Verhuurder van feestartikelen,Zakenreisverzekering,0,Travel,fd874c97-084f-48bd-afdf-0cbb02466857
5206,20,"31,74",0,Verhuurder van feestartikelen,Rechtsbijstandsverzekering,21,"Rechtsbijstand 1,2",fd874c97-084f-48bd-afdf-0cbb02466857
4217,0,0,"4,69",Stylist,Ongevallenverzekering,0,Ongevallen 1,fd56e799-17c9-4ba1-8b37-6cfe93d7e05e
5599,0,5,0,Stylist,Zakenreisverzekering,0,Travel,fd56e799-17c9-4ba1-8b37-6cfe93d7e05e
3714,0,0,"7,5",Stylist,Bedrijfsaansprakelijkheidsverzekering,21,Detailhandel 1,fd56e799-17c9-4ba1-8b37-6cfe93d7e05e
5019,0,"31,74",0,Stylist,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,fd56e799-17c9-4ba1-8b37-6cfe93d7e05e
4309,0,0,"4,69",Klantenservice medewerker,Ongevallenverzekering,0,Ongevallen 1,fcc1bea5-20fd-45f3-9ac3-5091d2d44792
3569,0,0,"7,5",Klantenservice medewerker,Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1a,fcc1bea5-20fd-45f3-9ac3-5091d2d44792
5716,0,5,0,Klantenservice medewerker,Zakenreisverzekering,0,Travel,fcc1bea5-20fd-45f3-9ac3-5091d2d44792
6108,0,"6,05",0,Klantenservice medewerker,Zakelijke spullen,21,Zakelijke spullen,fcc1bea5-20fd-45f3-9ac3-5091d2d44792
5134,0,"31,74",0,Klantenservice medewerker,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,fcc1bea5-20fd-45f3-9ac3-5091d2d44792
4715,0,"31,74",0,Gids (toeristen),Rechtsbijstandsverzekering,21,Rechtsbijstand 1,fc8121ee-72ea-48b8-86b4-c2aed4426b1e
5820,0,"6,05",0,Gids (toeristen),Zakelijke spullen,21,Zakelijke spullen,fc8121ee-72ea-48b8-86b4-c2aed4426b1e
4406,0,0,"6,25",Gids (toeristen),Ongevallenverzekering,0,Ongevallen 2,fc8121ee-72ea-48b8-86b4-c2aed4426b1e
5317,0,5,0,Gids (toeristen),Zakenreisverzekering,0,Travel,fc8121ee-72ea-48b8-86b4-c2aed4426b1e
3491,0,0,"7,5",Gids (toeristen),Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1,fc8121ee-72ea-48b8-86b4-c2aed4426b1e
6110,0,"6,05",0,Back office medewerker,Zakelijke spullen,21,Zakelijke spullen,fc4027a7-c814-49bc-b2be-cd7bd6c01158
5719,0,5,0,Back office medewerker,Zakenreisverzekering,0,Travel,fc4027a7-c814-49bc-b2be-cd7bd6c01158
4312,0,0,"4,69",Back office medewerker,Ongevallenverzekering,0,Ongevallen 1,fc4027a7-c814-49bc-b2be-cd7bd6c01158
5137,0,"31,74",0,Back office medewerker,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,fc4027a7-c814-49bc-b2be-cd7bd6c01158
3380,0,0,"7,5",Back office medewerker,Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1,fc4027a7-c814-49bc-b2be-cd7bd6c01158
4142,0,0,"4,69",Journalist,Ongevallenverzekering,0,Ongevallen 1,fc1b4f07-a1c2-4b70-a408-5bfcc040f0aa
5512,0,5,0,Journalist,Zakenreisverzekering,0,Travel,fc1b4f07-a1c2-4b70-a408-5bfcc040f0aa
3556,0,0,"7,5",Journalist,Bedrijfsaansprakelijkheidsverzekering,21,Media 1,fc1b4f07-a1c2-4b70-a408-5bfcc040f0aa
4918,0,"31,74",0,Journalist,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,fc1b4f07-a1c2-4b70-a408-5bfcc040f0aa
5547,0,5,0,Pianostemmer,Zakenreisverzekering,0,Travel,fc0e026c-9ce3-4314-ba43-d42159f613f4
4956,0,"31,74",0,Pianostemmer,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,fc0e026c-9ce3-4314-ba43-d42159f613f4
4169,0,0,"4,69",Pianostemmer,Ongevallenverzekering,0,Ongevallen 1,fc0e026c-9ce3-4314-ba43-d42159f613f4
93,0,0,"12,5",Pianostemmer,Bedrijfsaansprakelijkheidsverzekering,21,Detailhandel 2,fc0e026c-9ce3-4314-ba43-d42159f613f4
10221,0,"16,53",0,Pianostemmer,Cyberverzekering,21,Cyber - alle beroepen,fc0e026c-9ce3-4314-ba43-d42159f613f4
8527,0,0,"7,5",DevOps Engineer,Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1a,fbf88447-f4d2-46be-be5f-3e93b2798583
9063,0,"6,05",0,DevOps Engineer,Zakelijke spullen,21,Zakelijke spullen,fbf88447-f4d2-46be-be5f-3e93b2798583
8604,0,0,"4,69",DevOps Engineer,Ongevallenverzekering,0,Ongevallen 1,fbf88447-f4d2-46be-be5f-3e93b2798583
8765,0,0,29,DevOps Engineer,Beroepsaansprakelijkheidsverzekering,21,Automatisering en ICT,fbf88447-f4d2-46be-be5f-3e93b2798583
8985,0,5,0,DevOps Engineer,Zakenreisverzekering,0,Travel,fbf88447-f4d2-46be-be5f-3e93b2798583
8686,0,"31,74",0,DevOps Engineer,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,fbf88447-f4d2-46be-be5f-3e93b2798583
9024,0,5,0,Senior Ontwerper,Zakenreisverzekering,0,Travel,fbe0f2e6-597d-418b-aeb5-69a0fdcaa1c9
8643,0,0,"4,69",Senior Ontwerper,Ongevallenverzekering,0,Ongevallen 1,fbe0f2e6-597d-418b-aeb5-69a0fdcaa1c9
9102,0,"6,05",0,Senior Ontwerper,Zakelijke spullen,21,Zakelijke spullen,fbe0f2e6-597d-418b-aeb5-69a0fdcaa1c9
8725,0,"31,74",0,Senior Ontwerper,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,fbe0f2e6-597d-418b-aeb5-69a0fdcaa1c9
8566,0,0,"7,5",Senior Ontwerper,Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1a,fbe0f2e6-597d-418b-aeb5-69a0fdcaa1c9
4380,0,0,"6,25",Dierenarts,Ongevallenverzekering,0,Ongevallen 2,fbd63920-7c2d-4e2b-9121-61604f90c113
4804,0,"31,74",0,Dierenarts,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,fbd63920-7c2d-4e2b-9121-61604f90c113
5398,0,5,0,Dierenarts,Zakenreisverzekering,0,Travel,fbd63920-7c2d-4e2b-9121-61604f90c113
5881,0,"6,05",0,Dierenarts,Zakelijke spullen,21,Zakelijke spullen,fbd63920-7c2d-4e2b-9121-61604f90c113
4426,0,0,"6,25",Installateur glasvezelkabels,Ongevallenverzekering,0,Ongevallen 2,fb5c3f83-2e70-47d8-b1a4-bb88793638af
5155,0,"31,74",0,Installateur glasvezelkabels,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,fb5c3f83-2e70-47d8-b1a4-bb88793638af
99,0,0,"62,5",Installateur glasvezelkabels,Bedrijfsaansprakelijkheidsverzekering,21,Bouw 3b,fb5c3f83-2e70-47d8-b1a4-bb88793638af
10185,0,"6,05",0,Mondhygiënist,Zakelijke spullen,21,Zakelijke spullen,fb52b247-5a55-4013-8c57-21d89360af9e
9857,0,"16,53",0,Mondhygiënist,Cyberverzekering,21,Cyber - alle beroepen,fb52b247-5a55-4013-8c57-21d89360af9e
10182,0,"31,74",0,Mondhygiënist,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,fb52b247-5a55-4013-8c57-21d89360af9e
10180,0,5,0,Mondhygiënist,Zakenreisverzekering,0,Travel,fb52b247-5a55-4013-8c57-21d89360af9e
10568,0,0,"14,38",Mondhygiënist,Bedrijfsaansprakelijkheidsverzekering,21,Zorg 2Z3,fb52b247-5a55-4013-8c57-21d89360af9e
10184,0,0,"4,69",Mondhygiënist,Ongevallenverzekering,0,Ongevallen 1,fb52b247-5a55-4013-8c57-21d89360af9e
5992,0,"6,05",0,Bedrijfskundige,Zakelijke spullen,21,Zakelijke spullen,fb41f961-9ffa-4fc6-8d4f-c057f8b34e8b
4175,0,0,"4,69",Bedrijfskundige,Ongevallenverzekering,0,Ongevallen 1,fb41f961-9ffa-4fc6-8d4f-c057f8b34e8b
3831,0,0,"7,5",Bedrijfskundige,Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1a,fb41f961-9ffa-4fc6-8d4f-c057f8b34e8b
4965,0,"31,74",0,Bedrijfskundige,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,fb41f961-9ffa-4fc6-8d4f-c057f8b34e8b
46,0,0,"22,5",Bedrijfskundige,Beroepsaansprakelijkheidsverzekering,21,Consultants (incl. juridisch),fb41f961-9ffa-4fc6-8d4f-c057f8b34e8b
5555,0,5,0,Bedrijfskundige,Zakenreisverzekering,0,Travel,fb41f961-9ffa-4fc6-8d4f-c057f8b34e8b
3951,0,0,"4,69",Lijstenmaker,Ongevallenverzekering,0,Ongevallen 1,fb3e0ea9-bf30-432f-8c5c-7a504b7aef09
5289,0,5,0,Lijstenmaker,Zakenreisverzekering,0,Travel,fb3e0ea9-bf30-432f-8c5c-7a504b7aef09
4685,0,"31,74",0,Lijstenmaker,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,fb3e0ea9-bf30-432f-8c5c-7a504b7aef09
3585,0,0,"12,5",Lijstenmaker,Bedrijfsaansprakelijkheidsverzekering,21,Detailhandel 2,fb3e0ea9-bf30-432f-8c5c-7a504b7aef09
82,0,0,"22,5",Directie secretaris/secretaresse,Beroepsaansprakelijkheidsverzekering,21,Consultants (incl. juridisch),fb356537-9dfd-4e63-913a-8b48149d3072
3454,0,0,"7,5",Directie secretaris/secretaresse,Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1,fb356537-9dfd-4e63-913a-8b48149d3072
5469,0,5,0,Directie secretaris/secretaresse,Zakenreisverzekering,0,Travel,fb356537-9dfd-4e63-913a-8b48149d3072
4107,0,0,"4,69",Directie secretaris/secretaresse,Ongevallenverzekering,0,Ongevallen 1,fb356537-9dfd-4e63-913a-8b48149d3072
4879,0,"31,74",0,Directie secretaris/secretaresse,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,fb356537-9dfd-4e63-913a-8b48149d3072
5938,0,"6,05",0,Directie secretaris/secretaresse,Zakelijke spullen,21,Zakelijke spullen,fb356537-9dfd-4e63-913a-8b48149d3072
8731,0,"31,74",0,Servicedesk medewerker,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,fb055e52-1fbc-4f16-b5a0-26b10b9cd840
9030,0,5,0,Servicedesk medewerker,Zakenreisverzekering,0,Travel,fb055e52-1fbc-4f16-b5a0-26b10b9cd840
9921,0,"16,53",0,Servicedesk medewerker,Cyberverzekering,21,Cyber - alle beroepen,fb055e52-1fbc-4f16-b5a0-26b10b9cd840
9108,0,"6,05",0,Servicedesk medewerker,Zakelijke spullen,21,Zakelijke spullen,fb055e52-1fbc-4f16-b5a0-26b10b9cd840
8572,0,0,"7,5",Servicedesk medewerker,Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1a,fb055e52-1fbc-4f16-b5a0-26b10b9cd840
9136,0,0,"22,5",Servicedesk medewerker,Beroepsaansprakelijkheidsverzekering,21,Consultants (incl. juridisch),fb055e52-1fbc-4f16-b5a0-26b10b9cd840
8649,0,0,"4,69",Servicedesk medewerker,Ongevallenverzekering,0,Ongevallen 1,fb055e52-1fbc-4f16-b5a0-26b10b9cd840
10529,0,0,"8,63",Welzijnszorger,Bedrijfsaansprakelijkheidsverzekering,21,Zorg 1Z1,fab36a95-ce6a-4f18-a189-a496f188d11a
9967,0,"6,05",0,Welzijnszorger,Zakelijke spullen,21,Zakelijke spullen,fab36a95-ce6a-4f18-a189-a496f188d11a
9966,0,0,"4,69",Welzijnszorger,Ongevallenverzekering,0,Ongevallen 1,fab36a95-ce6a-4f18-a189-a496f188d11a
9962,0,5,0,Welzijnszorger,Zakenreisverzekering,0,Travel,fab36a95-ce6a-4f18-a189-a496f188d11a
9964,0,"31,74",0,Welzijnszorger,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,fab36a95-ce6a-4f18-a189-a496f188d11a
4367,0,0,"6,25",Witgoed reparateur,Ongevallenverzekering,0,Ongevallen 2,fa7e2500-0f07-4e10-a489-183e7b2cafb0
5266,0,5,0,Witgoed reparateur,Zakenreisverzekering,0,Travel,fa7e2500-0f07-4e10-a489-183e7b2cafb0
9856,0,"16,53",0,Witgoed reparateur,Cyberverzekering,21,Cyber - alle beroepen,fa7e2500-0f07-4e10-a489-183e7b2cafb0
3759,0,0,"20,83",Witgoed reparateur,Bedrijfsaansprakelijkheidsverzekering,21,Detailhandel 3,fa7e2500-0f07-4e10-a489-183e7b2cafb0
5230,20,"31,74",0,Witgoed reparateur,Rechtsbijstandsverzekering,21,"Rechtsbijstand 1,2",fa7e2500-0f07-4e10-a489-183e7b2cafb0
3957,0,0,"4,69",Privacy consultant,Ongevallenverzekering,0,Ongevallen 1,fa6930e7-9065-48aa-9fce-98f9d71aab4c
5297,0,5,0,Privacy consultant,Zakenreisverzekering,0,Travel,fa6930e7-9065-48aa-9fce-98f9d71aab4c
3659,0,0,"7,5",Privacy consultant,Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1a,fa6930e7-9065-48aa-9fce-98f9d71aab4c
5805,0,"6,05",0,Privacy consultant,Zakelijke spullen,21,Zakelijke spullen,fa6930e7-9065-48aa-9fce-98f9d71aab4c
4693,0,"31,74",0,Privacy consultant,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,fa6930e7-9065-48aa-9fce-98f9d71aab4c
41,0,0,"22,5",Privacy consultant,Beroepsaansprakelijkheidsverzekering,21,Consultants (incl. juridisch),fa6930e7-9065-48aa-9fce-98f9d71aab4c
4762,0,"31,74",0,P&O adviseur,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,fa3e245d-1059-4e64-a9d7-00dc40b6c69e
91,0,0,"7,5",P&O adviseur,Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1,fa3e245d-1059-4e64-a9d7-00dc40b6c69e
4011,0,0,"4,69",P&O adviseur,Ongevallenverzekering,0,Ongevallen 1,fa3e245d-1059-4e64-a9d7-00dc40b6c69e
1,0,0,"22,5",P&O adviseur,Beroepsaansprakelijkheidsverzekering,21,Consultants (incl. juridisch),fa3e245d-1059-4e64-a9d7-00dc40b6c69e
5359,0,5,0,P&O adviseur,Zakenreisverzekering,0,Travel,fa3e245d-1059-4e64-a9d7-00dc40b6c69e
5854,0,"6,05",0,P&O adviseur,Zakelijke spullen,21,Zakelijke spullen,fa3e245d-1059-4e64-a9d7-00dc40b6c69e
5557,0,5,0,Antiquair,Zakenreisverzekering,0,Travel,f9d5b4f3-15a7-4f69-91be-0a880b0a3976
3360,0,0,"7,5",Antiquair,Bedrijfsaansprakelijkheidsverzekering,21,Detailhandel 1a,f9d5b4f3-15a7-4f69-91be-0a880b0a3976
5205,20,"31,74",0,Antiquair,Rechtsbijstandsverzekering,21,"Rechtsbijstand 1,2",f9d5b4f3-15a7-4f69-91be-0a880b0a3976
4177,0,0,"4,69",Antiquair,Ongevallenverzekering,0,Ongevallen 1,f9d5b4f3-15a7-4f69-91be-0a880b0a3976
3844,0,0,"7,5",Fietsbezorger,Bedrijfsaansprakelijkheidsverzekering,21,Transport 1,f974dd2e-5aab-4df3-927e-faffecc4c574
5221,20,"31,74",0,Fietsbezorger,Rechtsbijstandsverzekering,21,"Rechtsbijstand 1,2",f974dd2e-5aab-4df3-927e-faffecc4c574
4517,0,"4,38",0,Fietsbezorger,Ongevallenverzekering,0,Ongevallen 4,f974dd2e-5aab-4df3-927e-faffecc4c574
5418,0,5,0,Medisch specialist,Zakenreisverzekering,0,Travel,f96249c8-2d5b-4e35-b8ac-4deafbb3110b
4826,0,"31,74",0,Medisch specialist,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,f96249c8-2d5b-4e35-b8ac-4deafbb3110b
5896,0,"6,05",0,Medisch specialist,Zakelijke spullen,21,Zakelijke spullen,f96249c8-2d5b-4e35-b8ac-4deafbb3110b
4505,0,0,"4,69",Medisch specialist,Ongevallenverzekering,0,Ongevallen 1,f96249c8-2d5b-4e35-b8ac-4deafbb3110b
8700,0,"31,74",0,Interim Financial Controller,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,f8bb7005-20e5-496f-b8ce-33b4989f204b
9077,0,"6,05",0,Interim Financial Controller,Zakelijke spullen,21,Zakelijke spullen,f8bb7005-20e5-496f-b8ce-33b4989f204b
8999,0,5,0,Interim Financial Controller,Zakenreisverzekering,0,Travel,f8bb7005-20e5-496f-b8ce-33b4989f204b
9134,0,0,"22,5",Interim Financial Controller,Beroepsaansprakelijkheidsverzekering,21,Consultants (incl. juridisch),f8bb7005-20e5-496f-b8ce-33b4989f204b
8541,0,0,"7,5",Interim Financial Controller,Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1a,f8bb7005-20e5-496f-b8ce-33b4989f204b
8618,0,0,"4,69",Interim Financial Controller,Ongevallenverzekering,0,Ongevallen 1,f8bb7005-20e5-496f-b8ce-33b4989f204b
4515,0,0,"7,81",Klushulp,Ongevallenverzekering,0,Ongevallen 3,f7ee5f0d-6df4-4363-a3c3-0925d420ac3b
5148,0,"31,74",0,Klushulp,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,f7ee5f0d-6df4-4363-a3c3-0925d420ac3b
3782,0,0,"32,5",Klushulp,Bedrijfsaansprakelijkheidsverzekering,21,Bouw 4,f7ee5f0d-6df4-4363-a3c3-0925d420ac3b
5127,0,"31,74",0,Data-analist,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,f7be2c47-bed8-47b1-a12e-607d8b546991
10439,0,"16,53",0,Data-analist,Cyberverzekering,21,Cyber - alle beroepen,f7be2c47-bed8-47b1-a12e-607d8b546991
3773,0,0,"7,5",Data-analist,Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1a,f7be2c47-bed8-47b1-a12e-607d8b546991
57,0,0,"22,5",Data-analist,Beroepsaansprakelijkheidsverzekering,21,Consultants (incl. juridisch),f7be2c47-bed8-47b1-a12e-607d8b546991
6103,0,"6,05",0,Data-analist,Zakelijke spullen,21,Zakelijke spullen,f7be2c47-bed8-47b1-a12e-607d8b546991
4303,0,0,"4,69",Data-analist,Ongevallenverzekering,0,Ongevallen 1,f7be2c47-bed8-47b1-a12e-607d8b546991
5710,0,5,0,Data-analist,Zakenreisverzekering,0,Travel,f7be2c47-bed8-47b1-a12e-607d8b546991
5083,0,"31,74",0,Inkoopmanager,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,f6fbd2aa-75a1-46cb-b5e7-843eec347fff
4269,0,0,"4,69",Inkoopmanager,Ongevallenverzekering,0,Ongevallen 1,f6fbd2aa-75a1-46cb-b5e7-843eec347fff
6070,0,"6,05",0,Inkoopmanager,Zakelijke spullen,21,Zakelijke spullen,f6fbd2aa-75a1-46cb-b5e7-843eec347fff
30,0,0,"22,5",Inkoopmanager,Beroepsaansprakelijkheidsverzekering,21,Consultants (incl. juridisch),f6fbd2aa-75a1-46cb-b5e7-843eec347fff
5666,0,5,0,Inkoopmanager,Zakenreisverzekering,0,Travel,f6fbd2aa-75a1-46cb-b5e7-843eec347fff
3531,0,0,"7,5",Inkoopmanager,Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1a,f6fbd2aa-75a1-46cb-b5e7-843eec347fff
5787,0,"6,05",0,Grond steward/stewardess,Zakelijke spullen,21,Zakelijke spullen,f6f2035e-5ad2-4ef7-b05b-2f4218b5c897
4666,0,"31,74",0,Grond steward/stewardess,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,f6f2035e-5ad2-4ef7-b05b-2f4218b5c897
5270,0,5,0,Grond steward/stewardess,Zakenreisverzekering,0,Travel,f6f2035e-5ad2-4ef7-b05b-2f4218b5c897
9860,0,"16,53",0,Grond steward/stewardess,Cyberverzekering,21,Cyber - alle beroepen,f6f2035e-5ad2-4ef7-b05b-2f4218b5c897
3933,0,0,"4,69",Grond steward/stewardess,Ongevallenverzekering,0,Ongevallen 1,f6f2035e-5ad2-4ef7-b05b-2f4218b5c897
3502,0,0,"7,5",Grond steward/stewardess,Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1,f6f2035e-5ad2-4ef7-b05b-2f4218b5c897
4875,0,"31,74",0,Anesthesioloog,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,f6647a21-d90c-4ef2-bc84-6e881184d3d2
4495,0,0,"4,69",Anesthesioloog,Ongevallenverzekering,0,Ongevallen 1,f6647a21-d90c-4ef2-bc84-6e881184d3d2
5464,0,5,0,Anesthesioloog,Zakenreisverzekering,0,Travel,f6647a21-d90c-4ef2-bc84-6e881184d3d2
5935,0,"6,05",0,Anesthesioloog,Zakelijke spullen,21,Zakelijke spullen,f6647a21-d90c-4ef2-bc84-6e881184d3d2
4915,0,"31,74",0,Etaleur,Rechtsbijstandsverzekering,21,Rechtsbijstand 1,f61db877-873c-49ab-99a3-6e9c4270a6c4
4139,0,0,"4,69",Etaleur,Ongevallenverzekering,0,Ongevallen 1,f61db877-873c-49ab-99a3-6e9c4270a6c4
5508,0,5,0,Etaleur,Zakenreisverzekering,0,Travel,f61db877-873c-49ab-99a3-6e9c4270a6c4
3466,0,0,"12,5",Etaleur,Bedrijfsaansprakelijkheidsverzekering,21,Detailhandel 2,f61db877-873c-49ab-99a3-6e9c4270a6c4
4950,0,"31,74",0,"Ontwikkelaar, producent en uitgever van multimediaproducten",Rechtsbijstandsverzekering,21,Rechtsbijstand 1,f600e0d8-fe5d-4d8e-9302-598cd378f813
5540,0,5,0,"Ontwikkelaar, producent en uitgever van multimediaproducten",Zakenreisverzekering,0,Travel,f600e0d8-fe5d-4d8e-9302-598cd378f813
3630,0,0,"7,5","Ontwikkelaar, producent en uitgever van multimediaproducten",Bedrijfsaansprakelijkheidsverzekering,21,Administratief 1,f600e0d8-fe5d-4d8e-9302-598cd378f813
